IntakeType,IntakeSubtype,Number of Animals,YEAR,MONTH,ObjectId
CONFISCATE,CRUELTY,2,2010,11,1286
RETURN,ADOPTION,2,2011,3,1287
OWNER SUR,EUTH REQ,23,2012,2,1288
QUARANTINE,MAS,7,2011,1,1289
CONFISCATE,CRUELTY,2,2011,6,1290
OWNER SUR,FIELD,48,2011,8,1291
OWNER SUR,EUTH REQ,48,2011,12,1292
CONFISCATE,NEGLECT,25,2010,11,1293
RETURN,OTC,9,2011,3,1294
OWNER SUR,FIELD,22,2012,2,1295
RETURN,OTC,17,2011,1,1296
CONFISCATE,DANGER DOG,1,2011,6,1297
OWNER SUR,OTC,261,2011,8,1298
OWNER SUR,FIELD,21,2011,12,1299
CONFISCATE,RESTRAINT,7,2010,11,1300
STRAY,,1,2011,3,1301
OWNER SUR,OTC,114,2012,2,1302
STRAY,FIELD,301,2011,1,1303
CONFISCATE,HOSPITAL,1,2011,6,1304
RETURN,,4,2011,8,1305
OWNER SUR,OTC,142,2011,12,1306
EUTH REQ,,2,2010,11,1307
STRAY,EUTH REQ,1,2011,3,1308
RETURN,,1,2012,2,1309
STRAY,OTC,210,2011,1,1310
CONFISCATE,NEGLECT,10,2011,6,1311
RETURN,ADOPTION,19,2011,8,1312
RETURN,ADOPTION,17,2011,12,1313
EUTH REQ,FIELD OWN,9,2010,11,1314
STRAY,FIELD,395,2011,3,1315
RETURN,ADOPTION,28,2012,2,1316
CONFISCATE,ABANDONED,1,2011,2,1317
CONFISCATE,POLICE,2,2011,6,1318
RETURN,K HUMANE S,3,2011,8,1319
RETURN,FOSTER,1,2011,12,1320
EUTH REQ,OTC OWNED,44,2010,11,1321
STRAY,OTC,203,2011,3,1322
STRAY,,2,2012,2,1323
CONFISCATE,BITE,1,2011,2,1324
CONFISCATE,POTDANGER,1,2011,6,1325
STRAY,FIELD,542,2011,8,1326
STRAY,FIELD,324,2011,12,1327
OUTSURGERY,,31,2010,11,1328
TRANSFER,AN CONTROL,1,2011,3,1329
STRAY,FIELD,223,2012,2,1330
CONFISCATE,CHAINING,2,2011,2,1331
CONFISCATE,RESTRAINT,3,2011,6,1332
STRAY,OTC,264,2011,8,1333
STRAY,OTC,171,2011,12,1334
OUTSURGERY,NEUTER,4,2010,11,1335
CONFISCATE,BITE,7,2011,4,1336
STRAY,OTC,147,2012,2,1337
CONFISCATE,CRUELTY,1,2011,2,1338
FOSTER,,7,2011,6,1339
CONFISCATE,ABANDONED,3,2011,9,1340
CONFISCATE,ABANDONED,1,2012,1,1341
OWNER SUR,,1,2010,11,1342
CONFISCATE,CHAINING,3,2011,4,1343
CONFISCATE,BITE,3,2012,3,1344
CONFISCATE,NEGLECT,10,2011,2,1345
FOSTER,RETURN,2,2011,6,1346
CONFISCATE,BITE,5,2011,9,1347
CONFISCATE,CHAINING,1,2011,9,1348
CONFISCATE,CRUELTY,2,2011,9,1349
CONFISCATE,NEGLECT,3,2011,9,1350
CONFISCATE,OWNER DIED,1,2011,9,1351
CONFISCATE,RESTRAINT,4,2011,9,1352
DISPOSAL,STRAY,1,2011,9,1353
FOSTER,,1,2011,9,1354
FOSTER,RETURN,11,2011,9,1355
OWNER SUR,,1,2011,9,1356
OWNER SUR,EUTH REQ,62,2011,9,1357
OWNER SUR,FIELD,57,2011,9,1358
OWNER SUR,OTC,138,2011,9,1359
RETURN,ADOPTION,19,2011,9,1360
STRAY,,1,2011,9,1361
STRAY,FIELD,362,2011,9,1362
STRAY,OTC,211,2011,9,1363
CONFISCATE,BITE,2,2011,10,1364
CONFISCATE,CHAINING,2,2011,10,1365
CONFISCATE,CRUELTY,2,2011,10,1366
CONFISCATE,NEGLECT,2,2011,10,1367
CONFISCATE,POLICE,1,2011,10,1368
CONFISCATE,RESTRAINT,2,2011,10,1369
DISPOSAL,,1,2011,10,1370
DISPOSAL,STRAY,1,2011,10,1371
FOSTER,RETURN,17,2011,10,1372
OWNER SUR,EUTH REQ,66,2011,10,1373
OWNER SUR,FIELD,33,2011,10,1374
OWNER SUR,OTC,122,2011,10,1375
RETURN,ADOPTION,21,2011,10,1376
STRAY,,1,2011,10,1377
STRAY,FIELD,296,2011,10,1378
STRAY,OTC,184,2011,10,1379
OWNER SUR,FIELD,44,2010,11,1380
OWNER SUR,OTC,186,2010,11,1381
CONFISCATE,CRUELTY,1,2011,4,1382
QUARANTINE,MAS,5,2010,11,1383
CONFISCATE,CRUELTY,1,2012,1,1384
CONFISCATE,NEGLECT,11,2011,4,1385
QUARANTINE,OWNER,2,2010,11,1386
CONFISCATE,NEGLECT,6,2012,1,1387
OUTSURGERY,NEUTER,4,2011,6,1388
CONFISCATE,POLICE,1,2011,2,1389
CONFISCATE,POLICE,3,2011,4,1390
QUARANTINE,STRAY,2,2010,11,1391
CONFISCATE,POLICE,1,2012,1,1392
OWNER SUR,EUTH REQ,69,2011,6,1393
CONFISCATE,CHAINING,1,2012,3,1394
CONFISCATE,POTDANGER,1,2011,2,1395
CONFISCATE,RESTRAINT,6,2011,4,1396
RETURN,ADOPTION,2,2010,11,1397
CONFISCATE,POTDANGER,2,2012,1,1398
OWNER SUR,FIELD,70,2011,6,1399
CONFISCATE,CRUELTY,2,2012,3,1400
EUTH REQ,FIELD OWN,3,2011,2,1401
EUTH REQ,OTC OWNED,5,2011,4,1402
RETURN,OTC,16,2010,11,1403
DISPOSAL,OWNER,5,2012,1,1404
OWNER SUR,OTC,248,2011,6,1405
CONFISCATE,DANGER DOG,1,2012,3,1406
EUTH REQ,OTC OWNED,45,2011,2,1407
OUTSURGERY,,28,2011,4,1408
STRAY,FIELD,356,2010,11,1409
DISPOSAL,STRAY,1,2012,1,1410
RETURN,,3,2011,6,1411
CONFISCATE,NEGLECT,13,2012,3,1412
INVESTIGAT,DANGER DOG,2,2011,2,1413
OUTSURGERY,NEUTER,6,2011,4,1414
STRAY,OTC,248,2010,11,1415
ET REQUEST,OLD,7,2012,1,1416
RETURN,ADOPTION,31,2011,6,1417
CONFISCATE,OWNER DIED,1,2012,3,1418
KHS,,1,2011,2,1419
OWNER SUR,EUTH REQ,29,2011,4,1420
TRANSFER,,1,2010,11,1421
ET REQUEST,SICK,4,2012,1,1422
RETURN,K HUMANE S,1,2011,6,1423
CONFISCATE,POLICE,10,2012,3,1424
OUTSURGERY,,44,2011,2,1425
OWNER SUR,FIELD,38,2011,4,1426
CONFISCATE,CHAINING,1,2010,12,1427
FOSTER,RETURN,73,2012,1,1428
STRAY,FIELD,445,2011,6,1429
CONFISCATE,RESTRAINT,4,2012,3,1430
OUTSURGERY,NEUTER,6,2011,2,1431
OWNER SUR,OTC,251,2011,4,1432
CONFISCATE,DANGER DOG,4,2010,12,1433
OWNER SUR,EUTH REQ,27,2012,1,1434
STRAY,OTC,330,2011,6,1435
DISPOSAL,OTHER,1,2012,3,1436
OWNER SUR,FIELD,36,2011,2,1437
RETURN,,1,2011,4,1438
CONFISCATE,NEGLECT,22,2010,12,1439
OWNER SUR,FIELD,37,2012,1,1440
CONFISCATE,ABANDONED,15,2011,7,1441
DISPOSAL,OWNER,1,2012,3,1442
OWNER SUR,OTC,169,2011,2,1443
RETURN,ADOPTION,21,2011,4,1444
CONFISCATE,POLICE,1,2010,12,1445
OWNER SUR,OTC,103,2012,1,1446
CONFISCATE,BITE,4,2011,7,1447
ET REQUEST,,6,2012,3,1448
QUARANTINE,MAS,2,2011,2,1449
STRAY,,2,2011,4,1450
EUTH REQ,FIELD OWN,6,2010,12,1451
RETURN,,1,2012,1,1452
CONFISCATE,CHAINING,1,2011,7,1453
ET REQUEST,AGGRESSIVE,1,2012,3,1454
QUARANTINE,OWNER,1,2011,2,1455
STRAY,EUTH REQ,1,2011,4,1456
EUTH REQ,OTC OWNED,29,2010,12,1457
MED OBSERV,POST SURG,5,2010,12,1458
OUTSURGERY,,27,2010,12,1459
OUTSURGERY,NEUTER,2,2010,12,1460
OWNER SUR,,1,2010,12,1461
OWNER SUR,FIELD,45,2010,12,1462
OWNER SUR,OTC,152,2010,12,1463
QUARANTINE,MAS,2,2010,12,1464
QUARANTINE,STRAY,2,2010,12,1465
RETURN,ADOPTION,1,2010,12,1466
RETURN,FIELD,1,2010,12,1467
RETURN,OTC,20,2010,12,1468
STRAY,FIELD,321,2010,12,1469
STRAY,OTC,220,2010,12,1470
CONFISCATE,ABANDONED,8,2011,1,1471
CONFISCATE,BITE,1,2011,1,1472
CONFISCATE,CHAINING,2,2011,1,1473
QUARANTINE,STRAY,1,2011,2,1474
RETURN,,1,2011,2,1475
RETURN,K HUMANE S,1,2011,2,1476
RETURN,OTC,7,2011,2,1477
STRAY,FIELD,302,2011,2,1478
STRAY,OTC,155,2011,2,1479
CONFISCATE,ABANDONED,10,2011,3,1480
CONFISCATE,BITE,2,2011,3,1481
STRAY,FIELD,493,2011,4,1482
CONFISCATE,CHAINING,6,2011,3,1483
CONFISCATE,CRUELTY,2,2011,7,1484
STRAY,OTC,266,2011,4,1485
CONFISCATE,CRUELTY,3,2011,3,1486
CONFISCATE,NEGLECT,7,2011,7,1487
ET REQUEST,OLD,25,2012,3,1488
CONFISCATE,ABANDONED,8,2011,5,1489
RETURN,ADOPTION,10,2012,1,1490
CONFISCATE,EVICTION,3,2011,3,1491
CONFISCATE,POTDANGER,2,2011,7,1492
ET REQUEST,SICK,20,2012,3,1493
CONFISCATE,BITE,2,2011,5,1494
STRAY,,1,2012,1,1495
CONFISCATE,NEGLECT,21,2011,3,1496
CONFISCATE,RESTRAINT,1,2011,7,1497
FOSTER,,1,2012,3,1498
CONFISCATE,CHAINING,7,2011,5,1499
STRAY,FIELD,256,2012,1,1500
CONFISCATE,POLICE,2,2011,3,1501
DISPOSAL,STRAY,1,2011,7,1502
FOSTER,RETURN,63,2012,3,1503
CONFISCATE,CRUELTY,3,2011,5,1504
STRAY,OTC,144,2012,1,1505
CONFISCATE,POTDANGER,1,2011,3,1506
FOSTER,,7,2011,7,1507
OWNER SUR,,1,2012,3,1508
CONFISCATE,NEGLECT,9,2011,5,1509
CONFISCATE,BITE,1,2012,2,1510
CONFISCATE,RESTRAINT,1,2011,3,1511
FOSTER,RETURN,4,2011,7,1512
OWNER SUR,EUTH REQ,32,2012,3,1513
CONFISCATE,POLICE,1,2011,5,1514
CONFISCATE,UNPERMITED,1,2011,3,1515
OWNER SUR,,2,2011,7,1516
OWNER SUR,FIELD,32,2012,3,1517
CONFISCATE,POTDANGER,1,2011,5,1518
EUTH REQ,FIELD OWN,10,2011,3,1519
OWNER SUR,EUTH REQ,48,2011,7,1520
OWNER SUR,OTC,151,2012,3,1521
CONFISCATE,RESTRAINT,10,2011,5,1522
OWNER SUR,FIELD,88,2011,7,1523
RETURN,,1,2012,3,1524
FOSTER,RETURN,1,2011,5,1525
OWNER SUR,OTC,247,2011,7,1526
RETURN,ADOPTION,16,2012,3,1527
OUTSURGERY,,18,2011,5,1528
RETURN,,1,2011,7,1529
STRAY,,4,2012,3,1530
OUTSURGERY,NEUTER,1,2011,5,1531
RETURN,ADOPTION,31,2011,7,1532
STRAY,FIELD,303,2012,3,1533
OWNER SUR,,1,2011,5,1534
RETURN,FOSTER,1,2011,7,1535
STRAY,OTC,169,2012,3,1536
OWNER SUR,EUTH REQ,70,2011,5,1537
RETURN,K HUMANE S,2,2011,7,1538
CONFISCATE,,3,2012,4,1539
OWNER SUR,FIELD,40,2011,5,1540
STRAY,,3,2011,7,1541
CONFISCATE,BITE,1,2012,4,1542
STRAY,EUTH REQ,1,2011,7,1543
CONFISCATE,CHAINING,2,2012,4,1544
STRAY,FIELD,492,2011,7,1545
CONFISCATE,CRUELTY,2,2012,4,1546
STRAY,OTC,288,2011,7,1547
CONFISCATE,NEGLECT,8,2012,4,1548
CONFISCATE,RESTRAINT,3,2012,4,1549
DISPOSAL,STRAY,1,2012,4,1550
EUTH REQ,OTC OWNED,62,2010,8,1551
OUTSURGERY,,38,2010,8,1552
OUTSURGERY,NEUTER,7,2010,8,1553
OWNER SUR,,2,2010,8,1554
OWNER SUR,FIELD,120,2010,8,1555
OWNER SUR,OTC,241,2010,8,1556
QUARANTINE,MAS,4,2010,8,1557
QUARANTINE,OWNER,2,2010,8,1558
QUARANTINE,STRAY,4,2010,8,1559
RETURN,,1,2010,8,1560
RETURN,FIELD,3,2010,8,1561
RETURN,OTC,28,2010,8,1562
STRAY,,1,2010,8,1563
STRAY,FIELD,580,2010,8,1564
STRAY,OTC,469,2010,8,1565
CONFISCATE,ABANDONED,1,2010,9,1566
CONFISCATE,CHAINING,2,2010,9,1567
CONFISCATE,NEGLECT,16,2010,9,1568
CONFISCATE,POLICE,1,2010,9,1569
CONFISCATE,RESTRAINT,5,2010,9,1570
EUTH REQ,,5,2010,9,1571
EUTH REQ,FIELD OWN,9,2010,9,1572
EUTH REQ,OTC OWNED,49,2010,9,1573
OUTSURGERY,,43,2010,9,1574
OUTSURGERY,NEUTER,3,2010,9,1575
OWNER SUR,,4,2010,9,1576
OWNER SUR,FIELD,83,2010,9,1577
OWNER SUR,OTC,224,2010,9,1578
QUARANTINE,MAS,8,2010,9,1579
QUARANTINE,STRAY,1,2010,9,1580
RETURN,OTC,21,2010,9,1581
STRAY,FIELD,443,2010,9,1582
STRAY,OTC,393,2010,9,1583
CONFISCATE,ABANDONED,3,2010,10,1584
CONFISCATE,BITE,2,2010,10,1585
CONFISCATE,CHAINING,2,2010,10,1586
CONFISCATE,CRUELTY,1,2010,10,1587
CONFISCATE,NEGLECT,6,2010,10,1588
CONFISCATE,RESTRAINT,4,2010,10,1589
EUTH REQ,,5,2010,10,1590
EUTH REQ,FIELD OWN,6,2010,10,1591
EUTH REQ,OTC OWNED,33,2010,10,1592
KHS,,1,2010,10,1593
OUTSURGERY,,36,2010,10,1594
OUTSURGERY,NEUTER,5,2010,10,1595
OWNER SUR,FIELD,59,2010,10,1596
OWNER SUR,OTC,221,2010,10,1597
QUARANTINE,,1,2010,10,1598
QUARANTINE,MAS,3,2010,10,1599
QUARANTINE,OWNER,1,2010,10,1600
DISPOSAL,FIELD,1,2013,7,1601
DISPOSAL,OTHER,2,2013,7,1602
OWNER SUR,OTC,107,2012,10,1603
DISPOSAL,OWNER,5,2013,7,1604
DISPOSAL,STRAY,2,2013,7,1605
RETURN,,1,2012,10,1606
RETURN,K HUMANE S,2,2012,12,1607
ET REQUEST,,2,2012,4,1608
ET REQUEST,,1,2013,7,1609
RETURN,ADOPTION,12,2012,10,1610
STRAY,,1,2012,12,1611
CONFISCATE,EVICTION,1,2013,5,1612
OWNER SUR,EUTH REQ,11,2012,6,1613
ET REQUEST,AGGRESSIVE,29,2012,4,1614
ET REQUEST,AGGRESSIVE,6,2013,7,1615
CONFISCATE,CRUELTY,8,2013,3,1616
STRAY,FIELD,247,2012,10,1617
STRAY,FIELD,215,2012,12,1618
CONFISCATE,NEGLECT,11,2013,5,1619
OWNER SUR,FIELD,39,2012,6,1620
ET REQUEST,OLD,12,2012,4,1621
ET REQUEST,OLD,13,2013,7,1622
CONFISCATE,NEGLECT,1,2013,3,1623
STRAY,OTC,274,2012,10,1624
STRAY,OTC,203,2012,12,1625
CONFISCATE,OWNER DIED,1,2013,5,1626
OWNER SUR,OTC,158,2012,6,1627
ET REQUEST,SICK,14,2012,4,1628
ET REQUEST,SICK,15,2013,7,1629
CONFISCATE,POLICE,2,2013,3,1630
CONFISCATE,ABANDONED,5,2012,11,1631
CONFISCATE,ABANDONED,1,2013,1,1632
CONFISCATE,RESTRAINT,1,2013,5,1633
RETURN,ADOPTION,20,2012,6,1634
FOSTER,RETURN,91,2012,4,1635
FOSTER,RETURN,94,2013,7,1636
CONFISCATE,RESTRAINT,1,2013,3,1637
CONFISCATE,BITE,1,2012,11,1638
CONFISCATE,BITE,2,2013,1,1639
DISPOSAL,,1,2013,5,1640
STRAY,,8,2012,6,1641
OWNER SUR,,1,2012,4,1642
LOST,WEB,1,2013,7,1643
DISPOSAL,,6,2013,3,1644
CONFISCATE,CRUELTY,3,2012,11,1645
CONFISCATE,NEGLECT,1,2013,1,1646
DISPOSAL,FIELD,1,2013,5,1647
STRAY,FIELD,307,2012,6,1648
OWNER SUR,EUTH REQ,24,2012,4,1649
OWNER SUR,EUTH REQ,26,2013,7,1650
DISPOSAL,FIELD,2,2013,3,1651
CONFISCATE,DANGER DOG,1,2012,11,1652
CONFISCATE,POLICE,3,2013,1,1653
DISPOSAL,OTHER,6,2013,5,1654
STRAY,OTC,385,2012,6,1655
OWNER SUR,FIELD,50,2012,4,1656
OWNER SUR,FIELD,39,2013,7,1657
DISPOSAL,OTHER,1,2013,3,1658
CONFISCATE,NEGLECT,1,2012,11,1659
CONFISCATE,RESTRAINT,2,2013,1,1660
DISPOSAL,OWNER,16,2013,5,1661
CONFISCATE,ABANDONED,2,2012,7,1662
OWNER SUR,OTC,161,2012,4,1663
OWNER SUR,OTC,137,2013,7,1664
DISPOSAL,OWNER,7,2013,3,1665
CONFISCATE,POLICE,2,2012,11,1666
DISPOSAL,FIELD,2,2013,1,1667
DISPOSAL,WILDLIFE,1,2013,5,1668
CONFISCATE,BITE,1,2012,7,1669
RETURN,ADOPTION,14,2012,4,1670
RETURN,ADOPTION,18,2013,7,1671
DISPOSAL,STRAY,2,2013,3,1672
CONFISCATE,RESTRAINT,4,2012,11,1673
DISPOSAL,OTHER,8,2013,1,1674
ET REQUEST,,3,2013,5,1675
CONFISCATE,CHAINING,1,2012,7,1676
STRAY,,3,2012,4,1677
RETURN,K HUMANE S,1,2013,7,1678
ET REQUEST,,2,2013,3,1679
DISPOSAL,,3,2012,11,1680
DISPOSAL,OWNER,5,2013,1,1681
ET REQUEST,AGGRESSIVE,13,2013,5,1682
CONFISCATE,CRUELTY,8,2012,7,1683
CONFISCATE,NEGLECT,1,2012,7,1684
CONFISCATE,POTDANGER,2,2012,7,1685
DISPOSAL,OTHER,2,2012,7,1686
DISPOSAL,WILDLIFE,1,2012,7,1687
ET REQUEST,,7,2012,7,1688
ET REQUEST,AGGRESSIVE,13,2012,7,1689
ET REQUEST,OLD,19,2012,7,1690
ET REQUEST,SICK,18,2012,7,1691
FOSTER,,7,2012,7,1692
FOSTER,RETURN,94,2012,7,1693
OWNER SUR,EUTH REQ,9,2012,7,1694
OWNER SUR,FIELD,36,2012,7,1695
OWNER SUR,OTC,165,2012,7,1696
RETURN,,1,2012,7,1697
RETURN,ADOPTION,9,2012,7,1698
RETURN,K HUMANE S,1,2012,7,1699
STRAY,,5,2012,7,1700
STRAY,FIELD,278,2012,7,1701
STRAY,OTC,330,2012,7,1702
CONFISCATE,ABANDONED,2,2012,8,1703
CONFISCATE,BITE,1,2012,8,1704
CONFISCATE,CRUELTY,15,2012,8,1705
CONFISCATE,DANGER DOG,3,2012,8,1706
CONFISCATE,NEGLECT,2,2012,8,1707
CONFISCATE,POLICE,3,2012,8,1708
CONFISCATE,POTDANGER,2,2012,8,1709
DISPOSAL,FIELD,1,2012,8,1710
DISPOSAL,OTHER,2,2012,8,1711
DISPOSAL,OWNER,5,2012,8,1712
ET REQUEST,AGGRESSIVE,8,2012,8,1713
ET REQUEST,OLD,15,2012,8,1714
ET REQUEST,SICK,11,2012,8,1715
FOSTER,,2,2012,8,1716
FOSTER,RETURN,89,2012,8,1717
OWNER SUR,,1,2012,8,1718
OWNER SUR,EUTH REQ,7,2012,8,1719
OWNER SUR,FIELD,19,2012,8,1720
OWNER SUR,OTC,157,2012,8,1721
RETURN,ADOPTION,15,2012,8,1722
DISPOSAL,FIELD,1,2012,11,1723
STRAY,,1,2013,7,1724
ET REQUEST,OLD,18,2013,5,1725
DISPOSAL,OTHER,1,2012,11,1726
STRAY,FIELD,398,2013,7,1727
ET REQUEST,SICK,8,2013,5,1728
DISPOSAL,STRAY,1,2013,1,1729
STRAY,FIELD,404,2012,4,1730
ET REQUEST,AGGRESSIVE,13,2013,3,1731
DISPOSAL,OWNER,5,2012,11,1732
STRAY,OTC,311,2013,7,1733
FOSTER,RETURN,85,2013,5,1734
ET REQUEST,,1,2013,1,1735
STRAY,OTC,178,2012,4,1736
ET REQUEST,OLD,15,2013,3,1737
DISPOSAL,STRAY,3,2012,11,1738
CONFISCATE,ABANDONED,1,2013,8,1739
OWNER SUR,EUTH REQ,16,2013,5,1740
ET REQUEST,AGGRESSIVE,5,2013,1,1741
CONFISCATE,ABANDONED,3,2012,5,1742
ET REQUEST,SICK,11,2013,3,1743
ET REQUEST,,4,2012,11,1744
CONFISCATE,BITE,1,2013,8,1745
OWNER SUR,FIELD,39,2013,5,1746
ET REQUEST,OLD,13,2013,1,1747
CONFISCATE,BITE,3,2012,5,1748
FOSTER,RETURN,30,2013,3,1749
ET REQUEST,AGGRESSIVE,9,2012,11,1750
CONFISCATE,CRUELTY,18,2013,8,1751
OWNER SUR,OTC,98,2013,5,1752
ET REQUEST,SICK,7,2013,1,1753
CONFISCATE,CHAINING,1,2012,5,1754
OWNER SUR,,2,2013,3,1755
ET REQUEST,OLD,13,2012,11,1756
CONFISCATE,DANGER DOG,1,2013,8,1757
RETURN,ADOPTION,7,2013,5,1758
FOSTER,RETURN,70,2013,1,1759
CONFISCATE,CRUELTY,7,2012,5,1760
OWNER SUR,EUTH REQ,16,2013,3,1761
ET REQUEST,SICK,15,2012,11,1762
CONFISCATE,POLICE,4,2013,8,1763
STRAY,,6,2013,5,1764
FOUND,,1,2013,1,1765
CONFISCATE,NEGLECT,8,2012,5,1766
OWNER SUR,FIELD,40,2013,3,1767
FOSTER,RETURN,126,2012,11,1768
CONFISCATE,POTDANGER,1,2013,8,1769
STRAY,FIELD,342,2013,5,1770
OWNER SUR,EUTH REQ,5,2013,1,1771
CONFISCATE,OWNER DIED,1,2012,5,1772
OWNER SUR,OTC,125,2013,3,1773
FOUND,,1,2012,11,1774
CONFISCATE,RESTRAINT,1,2013,8,1775
STRAY,OTC,328,2013,5,1776
OWNER SUR,FIELD,21,2013,1,1777
CONFISCATE,RESTRAINT,3,2012,5,1778
RETURN,ADOPTION,9,2013,3,1779
OWNER SUR,EUTH REQ,8,2012,11,1780
DISPOSAL,,3,2013,8,1781
CONFISCATE,ABANDONED,9,2013,6,1782
OWNER SUR,OTC,121,2013,1,1783
DISPOSAL,OTHER,1,2012,5,1784
RETURN,K HUMANE S,2,2013,3,1785
OWNER SUR,FIELD,26,2012,11,1786
DISPOSAL,FIELD,1,2013,8,1787
CONFISCATE,BITE,1,2013,6,1788
RETURN,,1,2013,1,1789
DISPOSAL,STRAY,1,2012,5,1790
STRAY,,4,2013,3,1791
OWNER SUR,OTC,117,2012,11,1792
DISPOSAL,OTHER,1,2013,8,1793
CONFISCATE,CRUELTY,2,2013,6,1794
CONFISCATE,POLICE,5,2013,6,1795
CONFISCATE,RESTRAINT,2,2013,6,1796
DISPOSAL,,1,2013,6,1797
DISPOSAL,FIELD,2,2013,6,1798
DISPOSAL,OTHER,3,2013,6,1799
DISPOSAL,OWNER,9,2013,6,1800
ET REQUEST,,9,2013,6,1801
ET REQUEST,AGGRESSIVE,5,2013,6,1802
ET REQUEST,OLD,15,2013,6,1803
ET REQUEST,SICK,17,2013,6,1804
FOSTER,RETURN,125,2013,6,1805
OWNER SUR,EUTH REQ,20,2013,6,1806
OWNER SUR,FIELD,79,2013,6,1807
OWNER SUR,OTC,79,2013,6,1808
RETURN,,1,2013,6,1809
RETURN,ADOPTION,9,2013,6,1810
RETURN,K HUMANE S,4,2013,6,1811
STRAY,FIELD,343,2013,6,1812
STRAY,OTC,309,2013,6,1813
CONFISCATE,ABANDONED,1,2013,7,1814
CONFISCATE,CHAINING,2,2013,7,1815
CONFISCATE,CRUELTY,3,2013,7,1816
CONFISCATE,EVICTION,11,2013,7,1817
CONFISCATE,NEGLECT,23,2013,7,1818
CONFISCATE,POTDANGER,1,2013,7,1819
CONFISCATE,RESTRAINT,2,2013,7,1820
RETURN,ADOPTION,9,2012,11,1821
RETURN,K HUMANE S,1,2012,11,1822
STRAY,,2,2012,11,1823
STRAY,FIELD,215,2012,11,1824
STRAY,OTC,196,2012,11,1825
CONFISCATE,ABANDONED,2,2012,12,1826
CONFISCATE,CHAINING,1,2012,12,1827
CONFISCATE,NEGLECT,11,2012,12,1828
CONFISCATE,POLICE,2,2012,12,1829
CONFISCATE,POTDANGER,2,2012,12,1830
CONFISCATE,RESTRAINT,1,2012,12,1831
DISPOSAL,,2,2012,12,1832
DISPOSAL,OTHER,5,2012,12,1833
DISPOSAL,OWNER,7,2012,12,1834
ET REQUEST,,1,2012,12,1835
ET REQUEST,AGGRESSIVE,8,2012,12,1836
DISPOSAL,OWNER,17,2013,8,1837
ET REQUEST,OLD,12,2012,12,1838
RETURN,ADOPTION,7,2013,1,1839
DISPOSAL,STRAY,2,2013,8,1840
STRAY,FIELD,239,2013,3,1841
DISPOSAL,WILDLIFE,1,2012,5,1842
ET REQUEST,SICK,12,2012,12,1843
RETURN,K HUMANE S,3,2013,1,1844
DISPOSAL,WILDLIFE,1,2013,8,1845
STRAY,OTC,134,2013,3,1846
ET REQUEST,,20,2012,5,1847
FOSTER,RETURN,47,2012,12,1848
STRAY,,1,2013,1,1849
ET REQUEST,,3,2013,8,1850
CONFISCATE,ABANDONED,1,2013,4,1851
ET REQUEST,AGGRESSIVE,10,2012,5,1852
OWNER SUR,EUTH REQ,9,2012,12,1853
STRAY,FIELD,237,2013,1,1854
ET REQUEST,AGGRESSIVE,5,2013,8,1855
CONFISCATE,CHAINING,1,2013,4,1856
ET REQUEST,OLD,10,2012,5,1857
OWNER SUR,FIELD,25,2012,12,1858
STRAY,OTC,206,2013,1,1859
ET REQUEST,OLD,11,2013,8,1860
CONFISCATE,CRUELTY,11,2013,4,1861
ET REQUEST,SICK,15,2012,5,1862
OWNER SUR,OTC,108,2012,12,1863
CONFISCATE,ABANDONED,2,2013,2,1864
ET REQUEST,SICK,8,2013,8,1865
CONFISCATE,HOSPITAL,1,2013,4,1866
FOSTER,RETURN,88,2012,5,1867
RETURN,,2,2012,12,1868
CONFISCATE,BITE,3,2013,2,1869
FOSTER,RETURN,78,2013,8,1870
CONFISCATE,NEGLECT,8,2013,4,1871
OWNER SUR,EUTH REQ,3,2012,5,1872
RETURN,ADOPTION,8,2012,12,1873
CONFISCATE,CHAINING,1,2013,2,1874
OWNER SUR,,1,2013,8,1875
CONFISCATE,POLICE,6,2013,4,1876
OWNER SUR,FIELD,56,2012,5,1877
CONFISCATE,CRUELTY,3,2013,2,1878
OWNER SUR,EUTH REQ,27,2013,8,1879
CONFISCATE,POTDANGER,1,2013,4,1880
OWNER SUR,OTC,145,2012,5,1881
CONFISCATE,DANGER DOG,1,2013,2,1882
OWNER SUR,FIELD,31,2013,8,1883
DISPOSAL,,1,2013,4,1884
RETURN,,1,2012,5,1885
CONFISCATE,NEGLECT,3,2013,2,1886
OWNER SUR,OTC,158,2013,8,1887
DISPOSAL,FIELD,1,2013,4,1888
RETURN,ADOPTION,20,2012,5,1889
CONFISCATE,POLICE,3,2013,2,1890
RETURN,ADOPTION,9,2013,8,1891
DISPOSAL,OTHER,2,2013,4,1892
STRAY,,4,2012,5,1893
CONFISCATE,RESTRAINT,2,2013,2,1894
RETURN,K HUMANE S,1,2013,8,1895
DISPOSAL,OWNER,2,2013,4,1896
STRAY,FIELD,318,2012,5,1897
DISPOSAL,,3,2013,2,1898
STRAY,,3,2013,8,1899
DISPOSAL,STRAY,2,2013,4,1900
STRAY,OTC,317,2012,5,1901
DISPOSAL,OTHER,2,2013,2,1902
STRAY,FIELD,427,2013,8,1903
ET REQUEST,,1,2013,4,1904
ET REQUEST,AGGRESSIVE,10,2013,4,1905
ET REQUEST,OLD,12,2013,4,1906
ET REQUEST,SICK,7,2013,4,1907
FOSTER,,6,2013,4,1908
FOSTER,RETURN,65,2013,4,1909
